Number_of_Priors_0.0*,Number_of_Priors_1.0*,Number_of_Priors_2.0*,Number_of_Priors_4.0*,Number_of_Priors_6.0*,Number_of_Priors_10.0*,Number_of_Priors_0.0_,Number_of_Priors_1.0_,Number_of_Priors_2.0_,Number_of_Priors_4.0_,Number_of_Priors_6.0_,Number_of_Priors_10.0_,score_factor,score_factor*,Age_Above_FourtyFive,Age_Above_FourtyFive*,Age_Below_TwentyFive,Age_Below_TwentyFive*,gender,gender*,Misdemeanor,Misdemeanor*,race,race*,Y
False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True
True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False
False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False
False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,True
False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False
False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False
False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,True
False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False
False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True
False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False
False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False
False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False
False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,True
False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False
False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False
False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False
False,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False
False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,True,False,True
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True
False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,True,True
False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True
False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False
False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False
False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False
False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False
